Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Box Score,OT,Attend.,LOG,Arena,Notes
Fri Nov 27 2009,8:00p,Dallas Mavericks,113,Indiana Pacers,92,Box Score,,Box Score,,"16,613",2:15
Fri Nov 27 2009,8:30p,San Antonio Spurs,92,Houston Rockets,84,Box Score,,Box Score,,"18,164",2:24
Fri Nov 27 2009,9:00p,New York Knicks,125,Denver Nuggets,128,Box Score,,Box Score,,"19,155",2:24
Fri Nov 27 2009,9:30p,Phoenix Suns,120,Minnesota Timberwolves,95,Box Score,,Box Score,,"18,225",2:11
Fri Nov 27 2009,9:30p,Milwaukee Bucks,90,Oklahoma City Thunder,108,Box Score,,Box Score,,"18,203",2:22
Fri Nov 27 2009,10:00p,Memphis Grizzlies,106,Portland Trail Blazers,96,Box Score,,Box Score,,"20,540",2:10
Fri Nov 27 2009,10:00p,New Jersey Nets,96,Sacramento Kings,109,Box Score,,Box Score,,"12,725",2:22
Sat Nov 28 2009,7:00p,Charlotte Bobcats,92,Washington Wizards,76,Box Score,,Box Score,,"17,311",2:12
Sat Nov 28 2009,7:30p,Dallas Mavericks,95,Cleveland Cavaliers,111,Box Score,,Box Score,,"20,562",2:12
Sat Nov 28 2009,9:00p,Orlando Magic,100,Milwaukee Bucks,98,Box Score,,Box Score,,"16,128",2:11
Sat Nov 28 2009,9:00p,Portland Trail Blazers,92,Utah Jazz,108,Box Score,,Box Score,,"18,051",2:09
Sat Nov 28 2009,10:30p,Los Angeles Lakers,130,Golden State Warriors,97,Box Score,,Box Score,,"20,001",2:08
Sun Nov 29 2009,1:00p,Atlanta Hawks,88,Detroit Pistons,94,Box Score,,Box Score,,"15,273",2:13
Sun Nov 29 2009,1:00p,Phoenix Suns,113,Toronto Raptors,94,Box Score,,Box Score,,"17,721",2:15
Sun Nov 29 2009,3:30p,Memphis Grizzlies,88,Los Angeles Clippers,98,Box Score,,Box Score,,"14,854",2:18
Sun Nov 29 2009,6:00p,Boston Celtics,92,Miami Heat,85,Box Score,,Box Score,,"18,104",2:23
Sun Nov 29 2009,6:00p,Orlando Magic,114,New York Knicks,102,Box Score,,Box Score,,"18,861",2:16
Sun Nov 29 2009,7:00p,Houston Rockets,100,Oklahoma City Thunder,91,Box Score,,Box Score,,"18,203",2:18
Sun Nov 29 2009,7:00p,Philadelphia 76ers,89,San Antonio Spurs,97,Box Score,,Box Score,,"17,161",2:15
Sun Nov 29 2009,8:00p,Minnesota Timberwolves,106,Denver Nuggets,100,Box Score,,Box Score,,"15,147",2:17
Sun Nov 29 2009,9:00p,New Orleans Hornets,96,Sacramento Kings,112,Box Score,,Box Score,,"11,548",2:07
Sun Nov 29 2009,9:30p,New Jersey Nets,87,Los Angeles Lakers,106,Box Score,,Box Score,,"18,997",2:06
Mon Nov 30 2009,8:00p,Chicago Bulls,97,Milwaukee Bucks,99,Box Score,,Box Score,,"13,684",2:19
Mon Nov 30 2009,8:30p,Philadelphia 76ers,102,Dallas Mavericks,104,Box Score,,Box Score,,"19,783",2:18
Mon Nov 30 2009,9:00p,Memphis Grizzlies,93,Utah Jazz,120,Box Score,,Box Score,,"18,469",2:09
Mon Nov 30 2009,10:30p,Indiana Pacers,107,Golden State Warriors,126,Box Score,,Box Score,,"16,574",2:20
Tue Dec 01 2009,7:00p,Boston Celtics,108,Charlotte Bobcats,90,Box Score,,Box Score,,"15,129",2:19
Tue Dec 01 2009,7:00p,Washington Wizards,106,Toronto Raptors,102,Box Score,,Box Score,,"15,776",2:23
Tue Dec 01 2009,7:30p,Phoenix Suns,99,New York Knicks,126,Box Score,,Box Score,,"19,763",2:15
Tue Dec 01 2009,9:00p,Golden State Warriors,107,Denver Nuggets,135,Box Score,,Box Score,,"14,570",2:15
Tue Dec 01 2009,10:00p,Miami Heat,107,Portland Trail Blazers,100,Box Score,,Box Score,,"20,417",2:19
Tue Dec 01 2009,10:30p,New Orleans Hornets,99,Los Angeles Lakers,110,Box Score,,Box Score,,"18,997",2:11
Wed Dec 02 2009,7:00p,Toronto Raptors,115,Atlanta Hawks,146,Box Score,,Box Score,,"12,272",2:21
Wed Dec 02 2009,7:00p,Phoenix Suns,90,Cleveland Cavaliers,107,Box Score,,Box Score,,"20,562",2:08
Wed Dec 02 2009,7:00p,New York Knicks,104,Orlando Magic,118,Box Score,,Box Score,,"17,461",2:13
Wed Dec 02 2009,7:00p,Milwaukee Bucks,102,Washington Wizards,104,Box Score,,Box Score,,"12,272",2:19
Wed Dec 02 2009,7:30p,Dallas Mavericks,117,New Jersey Nets,101,Box Score,,Box Score,,"11,689",2:09
Wed Dec 02 2009,8:00p,Detroit Pistons,85,Chicago Bulls,92,Box Score,,Box Score,,"21,523",2:29
Wed Dec 02 2009,8:00p,Memphis Grizzlies,97,Minnesota Timberwolves,95,Box Score,,Box Score,,"11,408",2:25
Wed Dec 02 2009,8:00p,Philadelphia 76ers,106,Oklahoma City Thunder,117,Box Score,,Box Score,,"17,332",2:08
Wed Dec 02 2009,10:00p,Indiana Pacers,105,Sacramento Kings,110,Box Score,,Box Score,,"10,021",2:19
Wed Dec 02 2009,10:30p,Houston Rockets,102,Los Angeles Clippers,85,Box Score,,Box Score,,"13,836",2:07
Thu Dec 03 2009,8:00p,Boston Celtics,90,San Antonio Spurs,83,Box Score,,Box Score,,"18,581",2:34
Thu Dec 03 2009,10:30p,Miami Heat,96,Denver Nuggets,114,Box Score,,Box Score,,"14,998",2:32
Thu Dec 03 2009,10:30p,Houston Rockets,111,Golden State Warriors,109,Box Score,,Box Score,,"16,432",2:19
Fri Dec 04 2009,7:00p,Toronto Raptors,109,Washington Wizards,107,Box Score,,Box Score,OT,"20,173",2:41
Fri Dec 04 2009,7:30p,New York Knicks,114,Atlanta Hawks,107,Box Score,,Box Score,,"17,165",2:12
Fri Dec 04 2009,8:00p,Chicago Bulls,87,Cleveland Cavaliers,101,Box Score,,Box Score,,"20,562",2:30
Fri Dec 04 2009,8:00p,Milwaukee Bucks,96,Detroit Pistons,105,Box Score,,Box Score,,"16,557",2:28
Fri Dec 04 2009,8:00p,Dallas Mavericks,82,Memphis Grizzlies,98,Box Score,,Box Score,,"13,020",2:06
Fri Dec 04 2009,8:00p,Charlotte Bobcats,91,New Jersey Nets,97,Box Score,,Box Score,,"12,131",2:28
Fri Dec 04 2009,8:00p,Minnesota Timberwolves,89,New Orleans Hornets,98,Box Score,,Box Score,,"14,720",2:10
Fri Dec 04 2009,8:00p,Boston Celtics,105,Oklahoma City Thunder,87,Box Score,,Box Score,,"18,203",2:15
Fri Dec 04 2009,9:00p,Indiana Pacers,87,Utah Jazz,96,Box Score,,Box Score,,"19,347",2:19
Fri Dec 04 2009,10:30p,Miami Heat,107,Los Angeles Lakers,108,Box Score,,Box Score,,"18,997",2:50
Sat Dec 05 2009,7:00p,Philadelphia 76ers,105,Charlotte Bobcats,106,Box Score,,Box Score,,"13,352",2:24
Sat Dec 05 2009,8:00p,Toronto Raptors,110,Chicago Bulls,78,Box Score,,Box Score,,"20,481",2:10
Sat Dec 05 2009,8:00p,Utah Jazz,101,Minnesota Timberwolves,108,Box Score,,Box Score,,"18,466",2:09
Sat Dec 05 2009,8:30p,Denver Nuggets,106,San Antonio Spurs,99,Box Score,,Box Score,,"17,592",2:21
Sat Dec 05 2009,9:00p,Atlanta Hawks,80,Dallas Mavericks,75,Box Score,,Box Score,,"19,550",2:20
Sat Dec 05 2009,9:00p,Sacramento Kings,107,Phoenix Suns,115,Box Score,,Box Score,,"17,747",2:18
Sat Dec 05 2009,10:00p,Houston Rockets,89,Portland Trail Blazers,90,Box Score,,Box Score,,"20,555",2:25
Sat Dec 05 2009,10:30p,Orlando Magic,126,Golden State Warriors,118,Box Score,,Box Score,,"19,054",2:30
Sat Dec 05 2009,10:30p,Indiana Pacers,72,Los Angeles Clippers,88,Box Score,,Box Score,,"15,305",2:17
Sun Dec 06 2009,12:00p,New Jersey Nets,97,New York Knicks,106,Box Score,,Box Score,,"19,602",2:18
Sun Dec 06 2009,3:00p,Cleveland Cavaliers,101,Milwaukee Bucks,86,Box Score,,Box Score,,"16,625",2:09
Sun Dec 06 2009,6:00p,Washington Wizards,94,Detroit Pistons,98,Box Score,,Box Score,,"14,123",2:31
Sun Dec 06 2009,9:00p,Miami Heat,115,Sacramento Kings,102,Box Score,,Box Score,,"13,186",2:22
Sun Dec 06 2009,9:30p,Phoenix Suns,88,Los Angeles Lakers,108,Box Score,,Box Score,,"18,997",2:09
Mon Dec 07 2009,7:00p,Denver Nuggets,93,Philadelphia 76ers,83,Box Score,,Box Score,,"20,664",2:11
Mon Dec 07 2009,7:30p,Portland Trail Blazers,84,New York Knicks,93,Box Score,,Box Score,,"19,763",2:14
Mon Dec 07 2009,8:00p,Golden State Warriors,88,Oklahoma City Thunder,104,Box Score,,Box Score,,"17,334",2:16
Mon Dec 07 2009,9:00p,San Antonio Spurs,101,Utah Jazz,104,Box Score,,Box Score,,"17,565",2:11
Tue Dec 08 2009,7:00p,Denver Nuggets,95,Charlotte Bobcats,107,Box Score,,Box Score,,"14,127",2:24
Tue Dec 08 2009,7:00p,Minnesota Timberwolves,88,Toronto Raptors,94,Box Score,,Box Score,,"15,167",2:29
Tue Dec 08 2009,7:30p,Milwaukee Bucks,89,Boston Celtics,98,Box Score,,Box Score,,"18,624",2:18
Tue Dec 08 2009,8:00p,New Jersey Nets,103,Chicago Bulls,101,Box Score,,Box Score,,"17,872",2:23
Tue Dec 08 2009,8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,111,Box Score,,Box Score,OT,"16,325",2:47
Tue Dec 08 2009,8:00p,Sacramento Kings,94,New Orleans Hornets,96,Box Score,,Box Score,,"13,140",2:21
Tue Dec 08 2009,8:30p,Phoenix Suns,101,Dallas Mavericks,102,Box Score,,Box Score,,"19,857",2:21
Tue Dec 08 2009,10:30p,Orlando Magic,97,Los Angeles Clippers,86,Box Score,,Box Score,,"16,750",2:13
Wed Dec 09 2009,7:00p,Chicago Bulls,83,Atlanta Hawks,118,Box Score,,Box Score,,"16,808",2:30
Wed Dec 09 2009,7:00p,Portland Trail Blazers,102,Indiana Pacers,91,Box Score,,Box Score,,"11,487",2:12
Wed Dec 09 2009,7:00p,Detroit Pistons,90,Philadelphia 76ers,86,Box Score,,Box Score,,"12,136",2:19
Wed Dec 09 2009,7:30p,Golden State Warriors,105,New Jersey Nets,89,Box Score,,Box Score,,"10,005",2:12
Wed Dec 09 2009,8:00p,Toronto Raptors,95,Milwaukee Bucks,117,Box Score,,Box Score,,"12,637",2:15
Wed Dec 09 2009,8:00p,New Orleans Hornets,97,Minnesota Timberwolves,96,Box Score,,Box Score,,"12,056",2:15
Wed Dec 09 2009,8:30p,Cleveland Cavaliers,85,Houston Rockets,95,Box Score,,Box Score,,"18,200",2:22
Wed Dec 09 2009,8:30p,Sacramento Kings,106,San Antonio Spurs,118,Box Score,,Box Score,,"17,353",2:11
Wed Dec 09 2009,10:30p,Utah Jazz,77,Los Angeles Lakers,101,Box Score,,Box Score,,"18,997",2:07
Thu Dec 10 2009,7:30p,Denver Nuggets,99,Detroit Pistons,101,Box Score,,Box Score,,"17,176",2:33
Thu Dec 10 2009,8:00p,Boston Celtics,104,Washington Wizards,102,Box Score,,Box Score,,"20,173",2:41
Thu Dec 10 2009,10:30p,Orlando Magic,111,Utah Jazz,120,Box Score,,Box Score,,"18,735",2:36
Fri Dec 11 2009,7:00p,New Jersey Nets,91,Indiana Pacers,107,Box Score,,Box Score,,"12,175",2:09
Fri Dec 11 2009,7:00p,Houston Rockets,96,Philadelphia 76ers,91,Box Score,,Box Score,,"13,991",2:23
Fri Dec 11 2009,7:00p,Atlanta Hawks,111,Toronto Raptors,89,Box Score,,Box Score,,"17,032",2:06
Fri Dec 11 2009,7:30p,Dallas Mavericks,106,Miami Heat,93,Box Score,,Box Score,,"18,703",2:22
Fri Dec 11 2009,8:00p,Golden State Warriors,91,Chicago Bulls,96,Box Score,,Box Score,OT,"18,803",2:23
Fri Dec 11 2009,8:00p,Portland Trail Blazers,99,Cleveland Cavaliers,104,Box Score,,Box Score,,"20,562",2:30
Fri Dec 11 2009,8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,94,Box Score,,Box Score,,"13,048",2:25
Fri Dec 11 2009,8:00p,New York Knicks,113,New Orleans Hornets,96,Box Score,,Box Score,,"15,569",2:07
Fri Dec 11 2009,8:30p,Charlotte Bobcats,85,San Antonio Spurs,104,Box Score,,Box Score,,"17,508",2:26
Fri Dec 11 2009,10:30p,Minnesota Timberwolves,92,Los Angeles Lakers,104,Box Score,,Box Score,,"18,997",2:06
Fri Dec 11 2009,10:30p,Orlando Magic,103,Phoenix Suns,106,Box Score,,Box Score,,"18,216",2:47
Sat Dec 12 2009,7:00p,Indiana Pacers,114,Washington Wizards,113,Box Score,,Box Score,,"13,172",2:26
Sat Dec 12 2009,7:30p,Golden State Warriors,95,Detroit Pistons,104,Box Score,,Box Score,,"16,952",2:33
Sat Dec 12 2009,8:00p,Boston Celtics,106,Chicago Bulls,80,Box Score,,Box Score,,"21,257",2:16
Sat Dec 12 2009,8:30p,Charlotte Bobcats,97,Dallas Mavericks,98,Box Score,,Box Score,OT,"20,151",2:41
Sat Dec 12 2009,8:30p,Portland Trail Blazers,101,Milwaukee Bucks,108,Box Score,,Box Score,2OT,"15,973",2:51
Sat Dec 12 2009,9:00p,Phoenix Suns,99,Denver Nuggets,105,Box Score,,Box Score,,"19,155",2:30
Sat Dec 12 2009,9:00p,Los Angeles Lakers,94,Utah Jazz,102,Box Score,,Box Score,,"19,911",2:11
Sat Dec 12 2009,10:00p,Minnesota Timberwolves,100,Sacramento Kings,120,Box Score,,Box Score,,"11,333",2:15
Sun Dec 13 2009,12:30p,Houston Rockets,88,Toronto Raptors,101,Box Score,,Box Score,,"17,111",2:19
Sun Dec 13 2009,5:00p,New Jersey Nets,107,Atlanta Hawks,130,Box Score,,Box Score,,"14,015",2:15
Sun Dec 13 2009,6:00p,Memphis Grizzlies,118,Miami Heat,90,Box Score,,Box Score,,"14,465",2:17
Sun Dec 13 2009,7:00p,Cleveland Cavaliers,102,Oklahoma City Thunder,89,Box Score,,Box Score,,"18,203",2:17
Sun Dec 13 2009,9:30p,San Antonio Spurs,115,Los Angeles Clippers,90,Box Score,,Box Score,,"16,464",2:13
Mon Dec 14 2009,7:00p,Indiana Pacers,98,Orlando Magic,106,Box Score,,Box Score,,"17,461",2:20
Mon Dec 14 2009,7:00p,Golden State Warriors,101,Philadelphia 76ers,117,Box Score,,Box Score,,"12,795",2:17
Mon Dec 14 2009,8:00p,Boston Celtics,110,Memphis Grizzlies,105,Box Score,,Box Score,,"14,193",2:22
Mon Dec 14 2009,8:30p,New Orleans Hornets,90,Dallas Mavericks,94,Box Score,,Box Score,,"19,737",2:11
Mon Dec 14 2009,9:00p,Oklahoma City Thunder,93,Denver Nuggets,102,Box Score,,Box Score,,"16,022",2:26
Mon Dec 14 2009,9:00p,Minnesota Timberwolves,110,Utah Jazz,108,Box Score,,Box Score,,"18,090",2:31
Mon Dec 14 2009,10:30p,Washington Wizards,95,Los Angeles Clippers,97,Box Score,,Box Score,,"14,511",2:25
Tue Dec 15 2009,7:00p,New York Knicks,87,Charlotte Bobcats,94,Box Score,,Box Score,,"13,606",2:15
Tue Dec 15 2009,7:00p,New Jersey Nets,89,Cleveland Cavaliers,99,Box Score,,Box Score,,"20,562",2:22
Tue Dec 15 2009,7:30p,Toronto Raptors,95,Miami Heat,115,Box Score,,Box Score,,"15,106",2:15
Tue Dec 15 2009,8:00p,Los Angeles Lakers,96,Chicago Bulls,87,Box Score,,Box Score,,"21,416",2:12
Tue Dec 15 2009,8:30p,Detroit Pistons,96,Houston Rockets,107,Box Score,,Box Score,,"14,899",2:17
Tue Dec 15 2009,9:00p,San Antonio Spurs,104,Phoenix Suns,116,Box Score,,Box Score,,"17,964",2:08
Tue Dec 15 2009,10:00p,Sacramento Kings,88,Portland Trail Blazers,95,Box Score,,Box Score,,"20,588",2:15
Wed Dec 16 2009,7:00p,Memphis Grizzlies,97,Atlanta Hawks,110,Box Score,,Box Score,,"13,013",2:17
Wed Dec 16 2009,7:00p,Charlotte Bobcats,98,Indiana Pacers,101,Box Score,,Box Score,,"11,888",2:26
Wed Dec 16 2009,7:00p,Toronto Raptors,99,Orlando Magic,118,Box Score,,Box Score,,"17,461",2:15
Wed Dec 16 2009,7:00p,Cleveland Cavaliers,108,Philadelphia 76ers,101,Box Score,,Box Score,,"19,517",2:17
Wed Dec 16 2009,7:30p,Utah Jazz,108,New Jersey Nets,92,Box Score,,Box Score,,"11,476",2:09
Wed Dec 16 2009,8:00p,Los Angeles Lakers,107,Milwaukee Bucks,106,Box Score,,Box Score,OT,"16,309",2:37
Wed Dec 16 2009,8:00p,Los Angeles Clippers,120,Minnesota Timberwolves,95,Box Score,,Box Score,,"12,526",2:18
Wed Dec 16 2009,8:00p,Detroit Pistons,87,New Orleans Hornets,95,Box Score,,Box Score,,"13,196",2:20
Wed Dec 16 2009,8:00p,Dallas Mavericks,100,Oklahoma City Thunder,86,Box Score,,Box Score,,"18,203",2:31
Wed Dec 16 2009,9:00p,Houston Rockets,101,Denver Nuggets,111,Box Score,,Box Score,,"15,753",2:14
Wed Dec 16 2009,10:30p,San Antonio Spurs,103,Golden State Warriors,91,Box Score,,Box Score,,"17,857",2:10
Wed Dec 16 2009,10:30p,Washington Wizards,109,Sacramento Kings,112,Box Score,,Box Score,,"16,579",2:33
Thu Dec 17 2009,8:00p,New York Knicks,89,Chicago Bulls,98,Box Score,,Box Score,,"19,791",2:17
Thu Dec 17 2009,8:00p,Orlando Magic,86,Miami Heat,104,Box Score,,Box Score,,"18,303",2:18
Thu Dec 17 2009,10:30p,Phoenix Suns,102,Portland Trail Blazers,105,Box Score,,Box Score,,"20,559",2:41
Fri Dec 18 2009,7:00p,New Jersey Nets,95,Toronto Raptors,118,Box Score,,Box Score,,"15,901",2:08
Fri Dec 18 2009,7:30p,Utah Jazz,83,Atlanta Hawks,96,Box Score,,Box Score,,"17,501",2:17
Fri Dec 18 2009,7:30p,Philadelphia 76ers,98,Boston Celtics,97,Box Score,,Box Score,,"18,624",2:20
Fri Dec 18 2009,8:00p,Milwaukee Bucks,82,Cleveland Cavaliers,85,Box Score,,Box Score,,"20,562",2:26
Fri Dec 18 2009,8:00p,Indiana Pacers,94,Memphis Grizzlies,107,Box Score,,Box Score,,"13,217",2:16
Fri Dec 18 2009,8:00p,Sacramento Kings,96,Minnesota Timberwolves,112,Box Score,,Box Score,,"13,144",2:12
Fri Dec 18 2009,8:00p,Denver Nuggets,92,New Orleans Hornets,98,Box Score,,Box Score,,"14,453",2:08
Fri Dec 18 2009,8:00p,Los Angeles Clippers,91,New York Knicks,95,Box Score,,Box Score,,"19,763",2:15
Fri Dec 18 2009,8:00p,Detroit Pistons,98,Oklahoma City Thunder,109,Box Score,,Box Score,,"17,774",2:29
Fri Dec 18 2009,8:30p,Houston Rockets,116,Dallas Mavericks,108,Box Score,,Box Score,OT,"19,890",2:42
Fri Dec 18 2009,10:30p,Washington Wizards,118,Golden State Warriors,109,Box Score,,Box Score,,"17,423",2:33
Sat Dec 19 2009,7:00p,Utah Jazz,110,Charlotte Bobcats,102,Box Score,,Box Score,,"14,963",2:21
Sat Dec 19 2009,7:00p,Portland Trail Blazers,83,Orlando Magic,92,Box Score,,Box Score,,"17,461",2:17
Sat Dec 19 2009,7:30p,Los Angeles Clippers,112,Philadelphia 76ers,107,Box Score,,Box Score,OT,"13,752",2:28
Sat Dec 19 2009,8:00p,Atlanta Hawks,98,Chicago Bulls,101,Box Score,,Box Score,OT,"21,381",2:35
Sat Dec 19 2009,8:00p,Los Angeles Lakers,103,New Jersey Nets,84,Box Score,,Box Score,,"17,190",2:09
Sat Dec 19 2009,8:30p,Oklahoma City Thunder,90,Houston Rockets,95,Box Score,,Box Score,,"15,095",2:09
Sat Dec 19 2009,8:30p,Sacramento Kings,96,Milwaukee Bucks,95,Box Score,,Box Score,,"13,745",2:17
Sat Dec 19 2009,8:30p,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,Box Score,,"17,075",2:16
Sat Dec 19 2009,9:00p,Washington Wizards,95,Phoenix Suns,121,Box Score,,Box Score,,"16,811",2:23
Sun Dec 20 2009,12:30p,New Orleans Hornets,92,Toronto Raptors,98,Box Score,,Box Score,,"15,790",2:15
Sun Dec 20 2009,4:00p,Denver Nuggets,96,Memphis Grizzlies,102,Box Score,,Box Score,,"13,385",2:16
Sun Dec 20 2009,6:00p,Minnesota Timberwolves,104,Boston Celtics,122,Box Score,,Box Score,,"18,624",2:20
Sun Dec 20 2009,6:00p,Los Angeles Lakers,93,Detroit Pistons,81,Box Score,,Box Score,,"22,076",2:17
Sun Dec 20 2009,6:00p,Portland Trail Blazers,102,Miami Heat,95,Box Score,,Box Score,,"16,500",2:08
Sun Dec 20 2009,7:30p,Cleveland Cavaliers,95,Dallas Mavericks,102,Box Score,,Box Score,,"20,346",2:15
Sun Dec 20 2009,7:30p,Charlotte Bobcats,94,New York Knicks,98,Box Score,,Box Score,,"18,767",2:25
Mon Dec 21 2009,7:00p,Milwaukee Bucks,84,Indiana Pacers,81,Box Score,,Box Score,,"12,836",2:13
Mon Dec 21 2009,7:00p,Utah Jazz,99,Orlando Magic,104,Box Score,,Box Score,,"17,461",2:29
Mon Dec 21 2009,8:00p,Sacramento Kings,102,Chicago Bulls,98,Box Score,,Box Score,,"19,631",2:21
Mon Dec 21 2009,8:30p,Los Angeles Clippers,87,San Antonio Spurs,103,Box Score,,Box Score,,"17,451",2:10
Mon Dec 21 2009,9:00p,Cleveland Cavaliers,109,Phoenix Suns,91,Box Score,,Box Score,,"18,221",2:16
Tue Dec 22 2009,7:00p,Detroit Pistons,76,Charlotte Bobcats,88,Box Score,,Box Score,,"16,864",2:09
Tue Dec 22 2009,7:00p,Philadelphia 76ers,98,Washington Wizards,105,Box Score,,Box Score,,"15,435",2:20
Tue Dec 22 2009,7:30p,Indiana Pacers,94,Boston Celtics,103,Box Score,,Box Score,,"18,624",2:21
Tue Dec 22 2009,7:30p,Chicago Bulls,81,New York Knicks,88,Box Score,,Box Score,,"19,763",2:11
Tue Dec 22 2009,8:00p,Golden State Warriors,108,Memphis Grizzlies,121,Box Score,,Box Score,,"12,827",2:21
Tue Dec 22 2009,8:00p,Atlanta Hawks,112,Minnesota Timberwolves,87,Box Score,,Box Score,,"11,271",2:18
Tue Dec 22 2009,8:30p,Portland Trail Blazers,85,Dallas Mavericks,81,Box Score,,Box Score,,"19,863",2:19
Tue Dec 22 2009,8:30p,Los Angeles Clippers,99,Houston Rockets,108,Box Score,,Box Score,,"17,128",2:24
Tue Dec 22 2009,10:30p,Oklahoma City Thunder,108,Los Angeles Lakers,111,Box Score,,Box Score,,"18,997",2:25
Wed Dec 23 2009,7:00p,Houston Rockets,87,Orlando Magic,102,Box Score,,Box Score,,"17,461",2:11
Wed Dec 23 2009,7:30p,Toronto Raptors,94,Detroit Pistons,64,Box Score,,Box Score,,"19,396",2:18
Wed Dec 23 2009,7:30p,Utah Jazz,70,Miami Heat,80,Box Score,,Box Score,,"19,600",2:13
Wed Dec 23 2009,7:30p,Minnesota Timberwolves,103,New Jersey Nets,99,Box Score,,Box Score,,"10,204",2:21
Wed Dec 23 2009,8:00p,Washington Wizards,109,Milwaukee Bucks,97,Box Score,,Box Score,,"13,113",2:22
Wed Dec 23 2009,8:00p,Golden State Warriors,102,New Orleans Hornets,108,Box Score,,Box Score,,"14,391",2:23
Wed Dec 23 2009,8:30p,Portland Trail Blazers,98,San Antonio Spurs,94,Box Score,,Box Score,,"18,581",2:18
Wed Dec 23 2009,9:00p,Atlanta Hawks,104,Denver Nuggets,124,Box Score,,Box Score,,"19,155",2:11
Wed Dec 23 2009,9:00p,Oklahoma City Thunder,117,Phoenix Suns,113,Box Score,,Box Score,,"15,953",2:30
Wed Dec 23 2009,10:00p,Cleveland Cavaliers,117,Sacramento Kings,104,Box Score,,Box Score,OT,"16,407",2:27
Fri Dec 25 2009,12:00p,Miami Heat,93,New York Knicks,87,Box Score,,Box Score,,"19,763",2:28
Fri Dec 25 2009,2:30p,Boston Celtics,86,Orlando Magic,77,Box Score,,Box Score,,"17,461",2:44
Fri Dec 25 2009,5:00p,Cleveland Cavaliers,102,Los Angeles Lakers,87,Box Score,,Box Score,,"18,997",2:42
Fri Dec 25 2009,8:00p,Los Angeles Clippers,93,Phoenix Suns,124,Box Score,,Box Score,,"16,709",2:24
Fri Dec 25 2009,10:30p,Denver Nuggets,96,Portland Trail Blazers,107,Box Score,,Box Score,,"20,664",2:24
Sat Dec 26 2009,3:00p,Memphis Grizzlies,101,Dallas Mavericks,106,Box Score,,Box Score,,"20,195",2:16
Sat Dec 26 2009,7:00p,Atlanta Hawks,110,Indiana Pacers,98,Box Score,,Box Score,,"15,281",2:07
Sat Dec 26 2009,7:30p,Houston Rockets,98,New Jersey Nets,93,Box Score,,Box Score,,"13,374",2:14
Sat Dec 26 2009,8:00p,New Orleans Hornets,85,Chicago Bulls,96,Box Score,,Box Score,,"22,008",2:03
Sat Dec 26 2009,8:00p,Washington Wizards,89,Minnesota Timberwolves,101,Box Score,,Box Score,,"16,838",2:20
Sat Dec 26 2009,8:00p,Charlotte Bobcats,91,Oklahoma City Thunder,98,Box Score,,Box Score,,"17,961",2:14
Sat Dec 26 2009,8:30p,San Antonio Spurs,112,Milwaukee Bucks,97,Box Score,,Box Score,,"14,864",2:07
Sat Dec 26 2009,9:00p,Philadelphia 76ers,76,Utah Jazz,97,Box Score,,Box Score,,"19,911",2:10
Sat Dec 26 2009,10:00p,Los Angeles Lakers,112,Sacramento Kings,103,Box Score,,Box Score,2OT,"17,345",2:51
Sat Dec 26 2009,10:30p,Phoenix Suns,127,Golden State Warriors,132,Box Score,,Box Score,,"19,550",2:21
Sun Dec 27 2009,1:00p,Detroit Pistons,95,Toronto Raptors,102,Box Score,,Box Score,,"19,800",2:48
Sun Dec 27 2009,6:00p,Houston Rockets,83,Cleveland Cavaliers,108,Box Score,,Box Score,,"20,562",2:18
Sun Dec 27 2009,6:00p,Indiana Pacers,80,Miami Heat,114,Box Score,,Box Score,,"19,600",2:23
Sun Dec 27 2009,6:00p,San Antonio Spurs,95,New York Knicks,88,Box Score,,Box Score,,"19,763",2:10
Sun Dec 27 2009,8:00p,Dallas Mavericks,104,Denver Nuggets,96,Box Score,,Box Score,,"19,756",2:16
Sun Dec 27 2009,9:30p,Boston Celtics,90,Los Angeles Clippers,92,Box Score,,Box Score,,"19,060",2:28
Mon Dec 28 2009,7:00p,Milwaukee Bucks,84,Charlotte Bobcats,94,Box Score,,Box Score,,"15,473",2:11
Mon Dec 28 2009,7:30p,Oklahoma City Thunder,105,New Jersey Nets,89,Box Score,,Box Score,,"15,335",2:15
Mon Dec 28 2009,8:00p,Washington Wizards,111,Memphis Grizzlies,116,Box Score,,Box Score,OT,"14,571",2:43
Mon Dec 28 2009,9:00p,Los Angeles Lakers,103,Phoenix Suns,118,Box Score,,Box Score,,"18,422",2:17
Mon Dec 28 2009,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,93,Box Score,,Box Score,,"20,640",2:08
Mon Dec 28 2009,10:00p,Denver Nuggets,101,Sacramento Kings,106,Box Score,,Box Score,,"14,548",2:28
Mon Dec 28 2009,10:30p,Boston Celtics,99,Golden State Warriors,103,Box Score,,Box Score,,"19,259",2:29
Tue Dec 29 2009,7:00p,Cleveland Cavaliers,95,Atlanta Hawks,84,Box Score,,Box Score,,"20,150",2:20
Tue Dec 29 2009,7:00p,Oklahoma City Thunder,110,Washington Wizards,98,Box Score,,Box Score,,"17,152",2:08
